slug,status,ramOptions,storageOptions
vivo-v70-elite,dry-run,["12 GB","16 GB LPDDR5X"],["256 GB","512 GB","1 TB"]
vivo-v70,dry-run,["8 GB","12 GB LPDDR5X"],["256 GB","512 GB"]
vivo-v70-fe,dry-run,["8 GB"],["256 GB"]
vivo-t4-lite,dry-run,["6 GB","8 GB"],["128 GB","256 GB"]
vivo-t4x,dry-run,["6 GB","8 GB"],["128 GB","256 GB"]
vivo-t4r,dry-run,["6 GB","8 GB"],["128 GB","256 GB"]
vivo-t4,dry-run,["8 GB","12 GB LPDDR4X"],["128 GB","256 GB UFS 2.2"]
vivo-t4-pro,dry-run,["8 GB","12 GB LPDDR4X"],["128 GB","256 GB UFS 2.2"]
vivo-t4-ultra,dry-run,["8 GB","12 GB LPDDR5"],["256 GB","512 GB UFS 3.1"]
vivo-t5x,dry-run,["6 GB","8 GB"],["128 GB","256 GB"]
vivo-t5-pro,dry-run,["8 GB","12 GB"],["256 GB","512 GB"]
vivo-y05,dry-run,["4 GB","6 GB"],["64 GB","128 GB"]
vivo-y11,dry-run,["4 GB","6 GB"],["64 GB","128 GB"]
vivo-y31,dry-run,["6 GB","8 GB"],["128 GB","256 GB"]
vivo-y51-pro,dry-run,["8 GB","12 GB"],["256 GB","512 GB"]
iqoo-neo-10,dry-run,["8 GB","12 GB","16 GB"],["128 GB","256 GB","512 GB UFS 4.1"]
iqoo-15,dry-run,["12 GB","16 GB LPDDR5X Ultra"],["256 GB","512 GB","1 TB UFS 4.1"]
iqoo-15r,dry-run,["12 GB LPDDR5X"],["256 GB UFS 4.1"]
iqoo-z10-lite,dry-run,["6 GB","8 GB"],["128 GB","256 GB"]
iqoo-z10r,dry-run,["8 GB","12 GB"],["128 GB","256 GB"]
iqoo-z11x,dry-run,["8 GB","12 GB"],["256 GB","512 GB"]
samsung-s26-plus,dry-run,["12 GB LPDDR5X"],["256 GB","512 GB UFS 4.0"]
samsung-s25-ultra,dry-run,["12 GB","16 GB"],["256 GB","512 GB","1 TB"]
samsung-s25-fe,dry-run,["8 GB"],["128 GB","256 GB","512 GB"]
samsung-tab-s10-lite,dry-run,["6 GB","8 GB"],["128 GB","256 GB"]
samsung-m56,dry-run,["8 GB","12 GB"],["256 GB","512 GB"]
samsung-m36,dry-run,["6 GB","8 GB"],["128 GB","256 GB"]
samsung-m06,dry-run,["4 GB","6 GB"],["64 GB","128 GB"]
samsung-f70e,dry-run,["6 GB","8 GB"],["128 GB","256 GB"]
samsung-f36,dry-run,["6 GB","8 GB"],["128 GB","256 GB"]
samsung-f06,dry-run,["4 GB","6 GB"],["64 GB","128 GB"]
samsung-f07,dry-run,["4 GB","6 GB"],["64 GB","128 GB"]
samsung-a06,dry-run,["4 GB","6 GB"],["64 GB","128 GB"]
moto-edge-60,dry-run,["8 GB","12 GB"],["256 GB","512 GB"]
moto-70-fusion,dry-run,["8 GB","12 GB"],["256 GB","512 GB"]
moto-60-fusion,dry-run,["8 GB"],["128 GB","256 GB"]
moto-g96,dry-run,["8 GB","12 GB"],["256 GB","512 GB"]
moto-g67-power,dry-run,["4 GB","6 GB"],["64 GB","128 GB"]
